# OpenSignals Text File Format. Version 1
# {"0C:43:14:24:7F:C7": {"position": 0, "device": "bitalino_rev", "device name": "0C:43:14:24:7F:C7", "device connection": "BTH0C:43:14:24:7F:C7", "sampling rate": 1000, "resolution": [4, 1, 1, 1, 1, 10], "firmware version": 1282, "comments": "", "keywords": "", "mode": 0, "sync interval": 2, "date": "2026-9-11", "time": "12:17:23.301", "channels": [2], "sensor": ["ECGBIT"], "label": ["A2"], "column": ["nSeq", "I1", "I2", "O1", "O2", "A2"], "special": [{}], "digital IO": [0, 0, 1, 1]}}
# EndOfHeader
15	0	0	0	0	553	
0	0	0	0	0	552	
1	0	0	0	0	553	
2	0	0	0	0	554	
3	0	0	0	0	556	
4	0	0	0	0	558	
5	0	0	0	0	561	
6	0	0	0	0	560	
7	0	0	0	0	561	
8	0	0	0	0	560	
9	0	0	0	0	561	
10	0	0	0	0	563	
11	0	0	0	0	566	
12	0	0	0	0	567	
13	0	0	0	0	568	
14	0	0	0	0	568	
15	0	0	0	0	568	
0	0	0	0	0	568	
1	0	0	0	0	571	
2	0	0	0	0	572	
3	0	0	0	0	573	
4	0	0	0	0	574	
5	0	0	0	0	575	
6	0	0	0	0	578	
7	0	0	0	0	579	
8	0	0	0	0	580	
9	0	0	0	0	579	
10	0	0	0	0	578	
11	0	0	0	0	577	
12	0	0	0	0	578	
13	0	0	0	0	580	
14	0	0	0	0	582	
15	0	0	0	0	582	
0	0	0	0	0	582	
1	0	0	0	0	584	
2	0	0	0	0	583	
3	0	0	0	0	580	
4	0	0	0	0	579	
5	0	0	0	0	578	
6	0	0	0	0	577	
7	0	0	0	0	579	
8	0	0	0	0	582	
9	0	0	0	0	584	
10	0	0	0	0	583	
11	0	0	0	0	580	
12	0	0	0	0	577	
13	0	0	0	0	575	
14	0	0	0	0	572	
15	0	0	0	0	568	
0	0	0	0	0	565	
1	0	0	0	0	564	
2	0	0	0	0	563	
3	0	0	0	0	560	
4	0	0	0	0	557	
5	0	0	0	0	553	
6	0	0	0	0	554	
7	0	0	0	0	553	
8	0	0	0	0	550	
9	0	0	0	0	548	
10	0	0	0	0	546	
11	0	0	0	0	544	
12	0	0	0	0	540	
13	0	0	0	0	538	
